"Time (s)","X (µT)","Y (µT)","Z (µT)"
1.974238142E1,2.738964844E1,4.176528931E1,1.332345581E1
1.984249442E1,2.371820068E1,4.419151306E1,1.799447632E1
1.994260842E1,2.159063721E1,4.477027130E1,2.255911255E1
2.004272142E1,2.061817932E1,4.450680542E1,2.579190063E1
2.014283442E1,1.801364136E1,4.303892517E1,2.943191528E1
2.024294750E1,1.738520813E1,4.160909271E1,3.098239136E1
2.034306150E1,1.763650513E1,4.115589142E1,3.114093018E1
2.044317450E1,1.753271484E1,4.175818634E1,3.052142334E1
2.054328750E1,1.620121765E1,4.284203339E1,2.854934692E1
2.064340050E1,1.560002136E1,4.372108459E1,2.751312256E1
2.074351450E1,1.581353760E1,4.445032501E1,2.584075928E1
2.084362750E1,1.753112793E1,4.439862823E1,2.362747192E1
2.094374050E1,1.929867554E1,4.382203674E1,2.139794922E1
2.104385450E1,1.957476807E1,4.341574097E1,1.993002319E1
2.114396750E1,2.039476013E1,4.299885559E1,1.897918701E1
2.124408075E1,1.984507751E1,4.286432648E1,1.672399902E1
2.134419375E1,1.944001770E1,4.319995880E1,1.654260254E1
2.144430775E1,1.942890930E1,4.322118378E1,1.707867432E1
2.154442075E1,1.937344360E1,4.320452118E1,1.753713989E1
2.164453375E1,1.893914795E1,4.391730499E1,1.814096069E1
2.174464675E1,1.753175354E1,4.504676056E1,1.899481201E1
2.184476075E1,1.615486145E1,4.607207489E1,2.050628662E1
2.194487375E1,1.529179382E1,4.624174500E1,2.189938354E1
2.204498675E1,1.529754639E1,4.488211823E1,2.515374756E1
2.214510075E1,1.442765808E1,4.440991974E1,2.541766357E1
2.224521387E1,1.251454163E1,4.504166412E1,2.421136475E1
2.234532687E1,1.277398682E1,4.628866577E1,1.993386841E1
2.244543987E1,1.084652710E1,4.646510315E1,1.509106445E1
2.254555387E1,1.204829407E1,4.615114594E1,1.140609741E1
2.264566687E1,1.535231018E1,4.510066986E1,9.644348145E0
2.274577987E1,2.082923889E1,4.256448364E1,7.737823486E0
2.284589287E1,3.165782166E1,3.437515259E1,5.075439453E0
2.294600687E1,4.422544861E1,1.424786377E1,1.664245605E0
2.304611987E1,4.671415710E1,-1.253456116E0,-8.210571289E0
2.314623287E1,4.527397156E1,8.378868103E0,-3.832000732E0
2.324634642E1,2.900592041E1,3.227278137E1,1.609115601E1
2.334645942E1,2.957324219E1,3.065727234E1,1.759494019E1
